f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
377.2074,771.2730000000005,1282.4825999999998,1641.5640000000003,1533.0,3204.0,4704.0,5184.0,56.0,116.0,192.0,252.0,308.0,770.0,1110.0,1242.0,23.0864,55.10120000000003,82.87920000000003,99.594,qmof-19d3c65_primitive
163.39640000000003,371.2800000000001,584.7163999999999,632.2170000000002,638.0,1536.0,2132.0,1800.0,26.0,56.0,88.0,102.0,144.0,360.0,520.0,502.0,10.733800000000002,26.734400000000008,39.36880000000001,39.2766,qmof-19d3c65_primitive
127.4928,241.179,381.4864,381.8286,1346.0,1872.0,3184.0,4392.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,10.0726,21.175,32.87,33.7142,qmof-19da9fb_primitive
127.4928,241.179,381.4864,381.8286,1346.0,1872.0,3184.0,4392.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,10.0726,21.175,32.87,33.7142,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.14520000000001,32.98640000000001,37.8824,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.14520000000001,32.98640000000001,37.8824,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.14520000000001,32.9864,37.8824,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.14520000000001,32.98640000000001,37.8824,qmof-19da9fb_primitive
127.49280000000002,241.17899999999992,381.4863999999999,381.8286,1346.0,1872.0,3184.0,4392.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,10.0726,21.175,32.87,33.714200000000005,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.145200000000003,32.98640000000001,37.8824,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.145200000000003,32.98640000000001,37.8824,qmof-19da9fb_primitive
127.4928,241.179,381.4864,381.8286,1346.0,1872.0,3184.0,4392.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,10.0726,21.175,32.87,33.7142,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.145200000000003,32.98640000000001,37.8824,qmof-19da9fb_primitive
145.321,284.427,461.3324,529.8689999999999,1846.0,1656.0,2612.0,3174.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,10.0447,22.145200000000003,32.98640000000001,37.8824,qmof-19da9fb_primitive
319.1691,663.7140000000006,1059.0756,1353.3780000000006,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000002,92.2872,qmof-c1612c6_primitive
319.1691,663.7140000000005,1059.0756,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000001,92.2872,qmof-c1612c6_primitive
319.1690999999999,663.7140000000006,1059.0756,1353.3780000000006,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000002,92.2872,qmof-c1612c6_primitive
319.1691,663.7140000000005,1059.0756,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.8402,92.2872,qmof-c1612c6_primitive
319.1691,663.7140000000005,1059.0756000000003,1353.3780000000002,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000002,50.86620000000002,76.8402,92.2872,qmof-c1612c6_primitive
319.1691,663.7140000000004,1059.0756,1353.378,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000001,92.28720000000004,qmof-c1612c6_primitive
319.16909999999973,663.7140000000003,1059.0756,1353.3780000000008,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000002,92.2872000000001,qmof-c1612c6_primitive
319.16909999999984,663.7140000000005,1059.0756000000003,1353.3780000000008,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000002,50.86620000000002,76.84020000000002,92.2872000000001,qmof-c1612c6_primitive
62.3905,128.7136,155.544,90.47040000000004,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.348400000000002,4.47,qmof-f75eb5a_primitive
62.3905,128.7136,155.544,90.47040000000004,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.348400000000002,4.47,qmof-f75eb5a_primitive
62.3905,128.7136,155.54400000000004,90.4704,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.348400000000002,4.47,qmof-f75eb5a_primitive
62.3905,128.7136,155.54400000000004,90.4704,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.348400000000002,4.47,qmof-f75eb5a_primitive
187.3806,364.803,576.7144,720.266,1344.0,1944.0,3040.0,3576.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,13.2138,28.751800000000006,43.280400000000014,51.7548,qmof-adb1dab_primitive
187.3806,364.803,576.7144,720.266,1344.0,1944.0,3040.0,3576.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,13.2138,28.751800000000006,43.280400000000014,51.7548,qmof-adb1dab_primitive
187.3806,364.803,576.7144,720.266,1344.0,1944.0,3040.0,3576.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,13.2138,28.751800000000006,43.280400000000014,51.7548,qmof-adb1dab_primitive
187.3806,364.803,576.7144,720.266,1344.0,1944.0,3040.0,3576.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,13.2138,28.751800000000006,43.280400000000014,51.7548,qmof-adb1dab_primitive
267.8294,574.8210000000003,978.2704,1213.3920000000005,1064.0,2376.0,3784.0,4704.0,42.0,90.0,156.0,192.0,246.0,618.0,940.0,1252.0,17.3658,43.25860000000001,68.74200000000003,88.70400000000002,qmof-adb1dab_primitive
187.3806,364.80300000000005,576.7144000000002,720.2659999999997,1344.0,1944.0,3040.0,3576.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,13.213800000000004,28.751800000000006,43.28040000000001,51.75479999999998,qmof-adb1dab_primitive
225.9732,501.6360000000001,767.8099999999997,935.8770000000002,834.0,1968.0,2600.0,2520.0,38.0,80.0,124.0,158.0,204.0,504.0,700.0,746.0,15.173400000000004,37.45280000000001,53.62520000000003,59.15740000000002,qmof-1f7477f_primitive
225.9732,501.6360000000001,767.8099999999997,935.8770000000002,834.0,1968.0,2600.0,2520.0,38.0,80.0,124.0,158.0,204.0,504.0,700.0,746.0,15.173400000000004,37.45280000000001,53.62520000000003,59.15740000000002,qmof-1f7477f_primitive
154.4044,306.561,486.2404,592.1919999999999,694.0,1392.0,2080.0,2164.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,460.0,10.067799999999998,23.331000000000007,34.81040000000001,39.91000000000001,qmof-1f7477f_primitive
154.4044,306.56100000000004,486.24040000000014,592.192,694.0,1392.0,2080.0,2164.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,460.0,10.067799999999998,23.331000000000003,34.8104,39.91,qmof-1f7477f_primitive
154.4044,306.56100000000004,486.2404000000001,592.192,694.0,1392.0,2080.0,2164.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,460.0,10.067800000000004,23.331000000000007,34.8104,39.91,qmof-1f7477f_primitive
154.40439999999998,306.561,486.2404,592.192,694.0,1392.0,2080.0,2164.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,460.0,10.067800000000002,23.331000000000003,34.8104,39.91,qmof-1f7477f_primitive
538.3195000000002,1157.0159999999994,1755.8189999999988,2280.898199999999,2311.0,4908.0,7776.0,10056.0,76.0,162.0,252.0,324.0,414.0,1026.0,1536.0,2016.0,33.1788,79.70939999999996,121.29960000000004,159.30239999999998,qmof-aa5a1e3_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97000000000001,78.81900000000003,qmof-cb0a854_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97000000000001,78.81900000000003,qmof-cb0a854_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97000000000001,78.81900000000003,qmof-cb0a854_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97000000000001,78.81900000000003,qmof-cb0a854_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97,78.81900000000003,qmof-cb0a854_primitive
286.12379999999985,564.6720000000001,901.5908,1133.6389999999997,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97,78.81900000000003,qmof-cb0a854_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97,78.81900000000003,qmof-cb0a854_primitive
35.0097,46.30799999999999,53.9392,0.0,165.0,204.0,160.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.7956,2.8182,2.1462,0.0,qmof-cb0a854_primitive
286.1237999999999,564.6720000000001,901.5908,1133.639,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.67600000000001,43.15080000000001,64.97,78.81900000000003,qmof-cb0a854_primitive
35.0097,46.30799999999999,53.9392,0.0,165.0,204.0,160.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.7956,2.8182,2.1462,0.0,qmof-cb0a854_primitive
35.009699999999995,46.30799999999999,53.9392,0.0,165.0,204.0,160.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.7956,2.8182,2.1462,0.0,qmof-cb0a854_primitive
35.009699999999995,46.30799999999999,53.9392,0.0,165.0,204.0,160.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.7956,2.8182,2.1462,0.0,qmof-cb0a854_primitive
188.038,345.6694,501.2132,489.8082,954.0,1780.0,2504.0,2306.0,22.0,46.0,64.0,60.0,110.0,254.0,312.0,222.0,11.655000000000005,25.427000000000003,34.396,30.594000000000005,qmof-73cb90d_primitive
163.5086,331.2326,491.69999999999993,459.371,1008.0,2192.0,2590.0,2230.0,22.0,46.0,66.0,64.0,112.0,262.0,332.0,260.0,11.3657,25.83020000000001,34.89800000000001,30.9838,qmof-73cb90d_primitive
239.35119999999995,459.0858,720.9795999999997,710.7601999999999,1610.0,3420.0,4024.0,3960.0,30.0,62.0,92.0,96.0,154.0,362.0,456.0,400.0,15.831599999999998,35.8738,49.93520000000001,48.7826,qmof-73cb90d_primitive
205.6658,401.55779999999993,630.9339999999999,622.4270000000001,1456.0,3156.0,3684.0,3468.0,26.0,54.0,80.0,82.0,134.0,316.0,404.0,352.0,14.0048,31.83900000000001,44.1988,42.2686,qmof-73cb90d_primitive
364.2060999999999,762.4500000000004,1255.9531999999997,1682.8529999999998,1714.0,3648.0,5804.0,7266.0,51.0,112.0,182.0,248.0,294.0,760.0,1174.0,1412.0,24.65070000000001,58.92040000000003,92.9826,119.628,qmof-f624613_primitive
218.2576,434.4690000000001,772.2083999999999,1107.2089999999998,940.0,1896.0,2952.0,3380.0,32.0,66.0,120.0,182.0,186.0,504.0,812.0,940.0,14.112000000000002,32.66340000000001,53.4,71.87660000000001,qmof-f624613_primitive
258.3382,580.533,1035.158,1563.1840000000004,910.0,2208.0,3416.0,4258.0,44.0,94.0,172.0,266.0,266.0,732.0,1204.0,1452.0,16.906800000000004,43.35100000000001,72.39720000000003,98.90259999999994,qmof-f624613_primitive
315.3745999999999,617.4985999999997,982.4831999999996,1265.7604000000006,1616.0,3176.0,4992.0,6148.0,38.0,82.0,132.0,176.0,214.0,546.0,852.0,1104.0,19.864600000000014,45.05780000000001,71.62920000000001,92.52480000000004,qmof-02f9568_primitive
315.3746,617.4985999999997,982.4831999999996,1265.7604000000006,1616.0,3176.0,4992.0,6148.0,38.0,82.0,132.0,176.0,214.0,546.0,852.0,1104.0,19.864600000000014,45.05780000000001,71.62920000000001,92.52480000000004,qmof-02f9568_primitive
315.3746,617.4986000000002,982.4831999999996,1265.7603999999994,1616.0,3176.0,4992.0,6148.0,38.0,82.0,132.0,176.0,214.0,546.0,852.0,1104.0,19.8646,45.05780000000001,71.62920000000001,92.52480000000004,qmof-02f9568_primitive
315.3746,617.4986000000002,982.4831999999996,1265.7603999999994,1616.0,3176.0,4992.0,6148.0,38.0,82.0,132.0,176.0,214.0,546.0,852.0,1104.0,19.8646,45.05780000000001,71.62920000000003,92.52480000000004,qmof-02f9568_primitive
315.3745999999999,617.4985999999999,982.4831999999998,1265.7604,1616.0,3176.0,4992.0,6148.0,38.0,82.0,132.0,176.0,214.0,546.0,852.0,1104.0,19.864600000000003,45.05779999999999,71.6292,92.52480000000004,qmof-02f9568_primitive
315.3746,617.4986000000002,982.4831999999996,1265.7603999999997,1616.0,3176.0,4992.0,6148.0,38.0,82.0,132.0,176.0,214.0,546.0,852.0,1104.0,19.8646,45.05780000000001,71.62920000000001,92.52480000000004,qmof-02f9568_primitive
148.88409999999996,271.105,410.8655999999999,488.814,712.0,1276.0,1908.0,2022.0,19.0,38.0,56.0,70.0,94.0,226.0,308.0,334.0,9.0811,19.667000000000005,28.1608,32.4302,qmof-07a0248_primitive
148.88409999999996,271.105,410.8655999999999,488.814,712.0,1276.0,1908.0,2022.0,19.0,38.0,56.0,70.0,94.0,226.0,308.0,334.0,9.0811,19.667000000000005,28.1608,32.4302,qmof-07a0248_primitive
152.5169,288.2919999999999,445.2396,465.8434,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.624800000000004,36.07639999999999,37.7458,qmof-07a0248_primitive
152.5169,288.2919999999999,445.2396,465.8434,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.624800000000004,36.07639999999999,37.7458,qmof-07a0248_primitive
152.5169,288.292,445.2395999999999,465.8434,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.624800000000004,36.07639999999999,37.7458,qmof-07a0248_primitive
152.5169,288.2919999999999,445.2396,465.8434,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.624800000000004,36.07639999999999,37.7458,qmof-07a0248_primitive
148.8841,271.105,410.8655999999999,488.814,712.0,1276.0,1908.0,2022.0,19.0,38.0,56.0,70.0,94.0,226.0,308.0,334.0,9.0811,19.667000000000005,28.1608,32.4302,qmof-07a0248_primitive
152.51690000000002,288.2919999999999,445.2396,465.8434,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.624800000000004,36.07639999999999,37.7458,qmof-07a0248_primitive
152.51690000000002,288.2919999999999,445.2396,465.8434,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.624800000000004,36.07639999999999,37.7458,qmof-07a0248_primitive
148.88410000000002,271.105,410.8655999999999,488.814,712.0,1276.0,1908.0,2022.0,19.0,38.0,56.0,70.0,94.0,226.0,308.0,334.0,9.081099999999998,19.667000000000005,28.160799999999995,32.430200000000006,qmof-07a0248_primitive
152.51689999999996,288.2919999999999,445.2395999999999,465.8433999999999,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.6248,36.07639999999999,37.7458,qmof-07a0248_primitive
152.51689999999996,288.2919999999999,445.2395999999999,465.8433999999999,1222.0,1948.0,3252.0,3836.0,19.0,40.0,60.0,64.0,100.0,244.0,344.0,322.0,10.8881,23.6248,36.07639999999999,37.7458,qmof-07a0248_primitive
134.3564,286.9174,378.47600000000006,322.32500000000005,632.0,1372.0,1640.0,1136.0,20.0,42.0,56.0,50.0,98.0,224.0,276.0,184.0,9.912400000000002,22.193,27.96880000000001,22.07060000000001,qmof-9e4fd83_primitive
134.3564,286.9174,378.47600000000006,322.325,632.0,1372.0,1640.0,1136.0,20.0,42.0,56.0,50.0,98.0,224.0,276.0,184.0,9.912400000000002,22.193,27.96880000000001,22.07060000000001,qmof-9e4fd83_primitive
239.2946,533.3494000000001,930.9095999999996,1209.8706000000002,3308.0,2908.0,4860.0,5472.0,38.0,82.0,148.0,202.0,230.0,616.0,960.0,960.0,17.438000000000002,40.88860000000001,66.94120000000001,78.73260000000003,qmof-9e4fd83_primitive
134.35640000000004,286.91740000000004,378.476,322.32500000000005,632.0,1372.0,1640.0,1136.0,20.0,42.0,56.0,50.0,98.0,224.0,276.0,184.0,9.912400000000002,22.193000000000005,27.968800000000005,22.07060000000001,qmof-9e4fd83_primitive
165.172,275.8798,375.06679999999983,356.05219999999986,898.0,1504.0,2048.0,1946.0,18.0,34.0,44.0,44.0,78.0,166.0,180.0,190.0,10.131399999999998,19.487400000000004,24.9916,25.1644,qmof-451bd3c_primitive
165.17199999999997,275.8798,375.06679999999983,356.0521999999999,898.0,1504.0,2048.0,1946.0,18.0,34.0,44.0,44.0,78.0,166.0,180.0,190.0,10.1314,19.4874,24.99159999999999,25.164400000000008,qmof-451bd3c_primitive
217.9846,364.53860000000014,528.5831999999998,622.0293999999999,1180.0,1976.0,2880.0,3382.0,22.0,42.0,60.0,72.0,102.0,234.0,300.0,360.0,12.202199999999998,23.8058,33.868399999999994,40.72640000000001,qmof-451bd3c_primitive
217.9846,364.53860000000014,528.5831999999998,622.0293999999999,1180.0,1976.0,2880.0,3382.0,22.0,42.0,60.0,72.0,102.0,234.0,300.0,360.0,12.202199999999998,23.8058,33.868399999999994,40.72640000000001,qmof-451bd3c_primitive
123.116,214.68699999999995,281.1084,246.905,596.0,1012.0,1290.0,998.0,16.0,30.0,38.0,36.0,68.0,142.0,146.0,142.0,7.848,15.632200000000005,18.6062,16.709600000000002,qmof-fa00f07_primitive
132.9848,296.28700000000003,480.4872,566.7174000000001,446.0,1060.0,1470.0,1446.0,22.0,46.0,78.0,92.0,128.0,328.0,434.0,436.0,7.936600000000001,20.3138,29.715000000000003,32.3984,qmof-fa00f07_primitive
157.58189999999996,315.9959999999999,521.3904,617.907,660.0,1344.0,1968.0,2100.0,23.0,48.0,80.0,98.0,132.0,340.0,466.0,508.0,9.7487,23.284800000000008,34.6736,39.8194,qmof-fa00f07_primitive
200.7566,397.9309999999999,604.8664,776.1780000000001,896.0,1760.0,2632.0,2940.0,28.0,58.0,88.0,116.0,146.0,362.0,520.0,588.0,12.5932,29.03140000000001,42.8184,51.246800000000015,qmof-0b3aaa4_primitive
170.09079999999994,322.06499999999994,517.2484,653.8163999999999,5590.0,3024.0,5344.0,11376.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,476.0,14.7186,28.07420000000001,44.2968,58.1984,qmof-0b3aaa4_primitive
146.545,324.46199999999993,568.2484,695.97,910.0,1656.0,2728.0,3004.0,20.0,48.0,84.0,104.0,156.0,504.0,708.0,560.0,9.7252,25.47160000000001,41.0936,45.403200000000005,qmof-35465ea_primitive
173.6316,342.4929999999999,536.7204,672.4339999999999,1032.0,1684.0,2634.0,3088.0,24.0,50.0,78.0,100.0,128.0,318.0,462.0,532.0,11.6104,25.981,39.3038,47.885200000000005,qmof-35465ea_primitive
178.7772,347.3889999999999,546.5123999999998,693.1051999999997,1320.0,1876.0,3018.0,4108.0,24.0,50.0,78.0,100.0,128.0,318.0,462.0,540.0,12.453600000000002,26.9358,41.21340000000001,51.7852,qmof-35465ea_primitive
168.486,337.597,526.9284,654.11,744.0,1492.0,2250.0,2540.0,24.0,50.0,78.0,100.0,128.0,318.0,462.0,540.0,10.7672,25.026200000000003,37.394200000000005,44.866000000000014,qmof-35465ea_primitive
187.7132,373.529,577.4083999999999,735.3907999999999,1082.0,1784.0,2804.0,3456.0,26.0,54.0,84.0,108.0,138.0,342.0,500.0,604.0,12.3098,27.676200000000005,41.887600000000006,52.48040000000002,qmof-35465ea_primitive
154.40439999999998,306.561,486.2404,592.6819999999999,694.0,1392.0,2080.0,2264.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,476.0,10.067800000000002,23.331000000000003,34.8104,40.55000000000001,qmof-35465ea_primitive
246.4208,505.1649999999999,745.8923999999998,941.1590000000004,1040.0,2104.0,3096.0,3536.0,36.0,74.0,112.0,142.0,186.0,452.0,636.0,742.0,15.5108,35.994600000000005,52.16800000000001,63.55820000000003,qmof-089c984_primitive
246.4208,505.1649999999999,745.8923999999998,941.1590000000004,1040.0,2104.0,3096.0,3536.0,36.0,74.0,112.0,142.0,186.0,452.0,636.0,742.0,15.5108,35.994600000000005,52.16800000000001,63.55820000000003,qmof-089c984_primitive
170.4394,347.871,678.9604,1034.313,628.0,1320.0,2236.0,2688.0,26.0,54.0,108.0,170.0,162.0,456.0,768.0,848.0,9.7034,24.378200000000003,43.2908,59.54180000000001,qmof-089c984_primitive
170.4394,347.87100000000004,678.9603999999999,1034.313,628.0,1320.0,2236.0,2688.0,26.0,54.0,108.0,170.0,162.0,456.0,768.0,848.0,9.703399999999998,24.378200000000003,43.2908,59.541800000000045,qmof-089c984_primitive
170.4394,347.87100000000004,678.9603999999999,1034.313,628.0,1320.0,2236.0,2688.0,26.0,54.0,108.0,170.0,162.0,456.0,768.0,848.0,9.7034,24.378200000000003,43.29079999999999,59.541800000000045,qmof-089c984_primitive
170.43940000000003,347.87100000000004,678.9603999999997,1034.313,628.0,1320.0,2236.0,2688.0,26.0,54.0,108.0,170.0,162.0,456.0,768.0,848.0,9.7034,24.378200000000003,43.29079999999999,59.541800000000045,qmof-089c984_primitive
446.6293999999999,968.4900000000004,1631.517199999999,2212.343,13226.0,6984.0,12272.0,17048.0,64.0,144.0,240.0,330.0,384.0,1008.0,1600.0,1978.0,37.40119999999999,81.18880000000003,133.9312,179.03060000000005,qmof-48e9003_primitive
87.5204,154.98899999999998,205.0644,160.8932,374.0,648.0,648.0,512.0,12.0,22.0,28.0,24.0,50.0,102.0,100.0,90.0,5.109999999999999,10.3334,11.3116,9.408,qmof-48e9003_primitive
114.6518,189.46499999999992,278.05839999999995,306.2438,11708.0,3288.0,6016.0,24662.0,14.0,26.0,36.0,40.0,62.0,138.0,148.0,128.0,13.528999999999998,19.0498,28.61959999999999,40.9262,qmof-48e9003_primitive
146.78320000000002,265.2104,404.6436,472.1110000000001,724.0,1304.0,1920.0,2032.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,314.0,8.913799999999998,19.037600000000005,27.52940000000001,31.213,qmof-e3255df_primitive
146.7832,265.21040000000005,404.6436,472.111,724.0,1304.0,1920.0,2032.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,314.0,8.913799999999998,19.0376,27.5294,31.213000000000008,qmof-e3255df_primitive
133.3476,245.361,389.8503999999999,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.743800000000004,32.0076,31.7094,qmof-e3255df_primitive
133.3476,245.361,389.8504,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.7438,32.0076,31.7094,qmof-e3255df_primitive
133.3476,245.361,389.8503999999999,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.743800000000004,32.0076,31.7094,qmof-e3255df_primitive
133.3476,245.361,389.8503999999999,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.7438,32.0076,31.709399999999995,qmof-e3255df_primitive
146.78320000000002,265.21040000000005,404.6436,472.11099999999993,724.0,1304.0,1920.0,2032.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,314.0,8.9138,19.0376,27.5294,31.213000000000008,qmof-e3255df_primitive
133.3476,245.361,389.8504,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.7438,32.00759999999999,31.709399999999995,qmof-e3255df_primitive
133.3476,245.361,389.8504,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.7438,32.0076,31.709399999999995,qmof-e3255df_primitive
133.3476,245.361,389.8504,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.7438,32.0076,31.709399999999995,qmof-e3255df_primitive
133.34759999999997,245.361,389.8504,398.655,1138.0,1776.0,2992.0,3688.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,9.5966,20.7438,32.0076,31.709399999999995,qmof-e3255df_primitive
146.7832,265.21040000000005,404.6436,472.11099999999993,724.0,1304.0,1920.0,2032.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,314.0,8.9138,19.0376,27.529400000000003,31.213,qmof-e3255df_primitive
98.6524,90.744,475.212,0.0,682.0,1512.0,2430.0,0.0,7.0,12.0,30.0,0.0,42.0,72.0,30.0,0.0,4.3702000000000005,9.8832,15.123,0.0,qmof-362bef5_primitive
166.91399999999996,335.4270000000001,513.422,625.2858000000002,700.0,1440.0,1976.0,2170.0,24.0,50.0,76.0,92.0,126.0,306.0,412.0,416.0,10.3432,24.40900000000001,34.65240000000001,37.72599999999999,qmof-362bef5_primitive
